Commodity,Date,Quality,Location,Price (per kg)
Dry Chilli,17-Jul,Syngenta Bydigi Stem less,Unjha / Mundra Delivery,270
Turmeric,17-Jul,Yellow 1%,Unjha / Mundra Delivery,48
Turmeric,17-Jul,Orange 1%,Unjha / Mundra Delivery,50
Turmeric,17-Jul,1.50%,Unjha / Mundra Delivery,59
Turmeric,17-Jul,2%,Unjha / Mundra Delivery,69
Turmeric,17-Jul,2.50%,Unjha / Mundra Delivery,74
Turmeric,17-Jul,3%,Unjha / Mundra Delivery,84
Dry Chilli,17-Jul,Chilli Flakes (Low),Unjha / Mundra Delivery,195
Dry Chilli,17-Jul,Chilli Flakes (Medium),Unjha / Mundra Delivery,280
Dry Chilli,17-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,250
Dry Chilli,17-Jul,Chilli Flakes (Deluxe),Unjha / Mundra Delivery,350
Dry Chilli,17-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,240
Dry Chilli,17-Jul,M Lower (M Lower),Unjha / Mundra Delivery,205
Dry Chilli,17-Jul,Medium Grade,Unjha / Mundra Delivery,120
Dry Chilli,17-Jul,Chilli Powder Lower Grade,Unjha / Mundra Delivery,100
Dry Chilli,17-Jul,Chilli Powder Medium Lower,Unjha / Mundra Delivery,120
Dry Chilli,17-Jul,CHILLI POWDER (60 ASTA / 70k SHU ),Unjha / Mundra Delivery,245
Dry Chilli,17-Jul,CHILLI POWDER (60 ASTA / 30k SHU),Unjha / Mundra Delivery,225
Turmeric,17-Jul,Turmeric powder Curcumin content- around 3 % Moisture- less than5%,Sangli(Maharashtra),128
Cumin seeds,17-Jul,Singapore 99,Udaipur(Rajasthan),635
Cumin seeds,17-Jul,Singapore 99,Unjha(Gujarat),610
Dry Chilli,18-Jul,SANIYA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),270
Dry Chilli,18-Jul,SANIYA SUPER DELUX STEMLESS,Jodhpur(Rajasthan),325
Dry Chilli,18-Jul,REVA SUPER DELUX WITH STEAM,Jodhpur(Rajasthan),300
Dry Chilli,18-Jul,WONDERHOT PLAIN DOUBLE PATTA DELUX WITH STEM,Jodhpur(Rajasthan),360
Dry Chilli,18-Jul,WONDERHOT SINGAL PATTA WITH STEM,Jodhpur(Rajasthan),330
Dry Chilli,18-Jul,TURMARIC NIZAMABAD DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,18-Jul,SALEM SINGAL POLICE,Jodhpur(Rajasthan),115
Dry Chilli,18-Jul,NIZAMABAD GATTHA DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,18-Jul,AADITYA 501 IROD GATTHA,Jodhpur(Rajasthan),125
Cumin seeds,18-Jul,CUMIN POWDER,Rajkot(Gujarat),806
Coriander,18-Jul,CORIANDER POWDER,Rajkot(Gujarat),186
Turmeric,18-Jul,TURMERIC POWDER,Rajkot(Gujarat),112
Dry Chilli,18-Jul,RED CHILLY POWDER KASHMIR,Rajkot(Gujarat),930
Dry Chilli,18-Jul,RED CHILLY POWDER REGULAR,Rajkot(Gujarat),434
Dry Chilli,18-Jul,RED CHILLY POWDER TEJA,Rajkot(Gujarat),410
Dry Chilli,18-Jul,RED CHILLY POWDER LOWEST,Rajkot(Gujarat),286
Cumin seeds,18-Jul,Singapore 99.00%,Rajkot(Gujarat),769
Cumin seeds,18-Jul,Singapore 99.50%,Rajkot(Gujarat),770
Cumin seeds,18-Jul,Europe,Rajkot(Gujarat),806
Coriander,18-Jul,Eagle Sortex,Rajkot(Gujarat),91
Coriander,18-Jul,Split,Rajkot(Gujarat),80
Coriander,18-Jul,Scooter,Rajkot(Gujarat),102
Coriander,18-Jul,Single Parrot,Rajkot(Gujarat),115
Turmeric,18-Jul,GOOD GRADE,Rajkot(Gujarat),118
Turmeric,18-Jul,EUROPE,Rajkot(Gujarat),124
Turmeric,18-Jul,BULB,Rajkot(Gujarat),115
Turmeric,18-Jul,Turmeric Finger Selum,Nanded(Maharashtra),120
Turmeric,18-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),115
Turmeric,18-Jul,"Turmeric powder,Curcumin content- 1%",Deesa(Gujarat),50
Turmeric,18-Jul,"Turmeric powder,Curcumin content- 1.5%",Deesa(Gujarat),65
Turmeric,18-Jul,"Turmeric powder,Curcumin content- 2%",Deesa(Gujarat),75
Turmeric,18-Jul,"Turmeric powder,Curcumin content- 2.5%",Deesa(Gujarat),82
Turmeric,18-Jul,"Turmeric powder,Curcumin content- 3%",Deesa(Gujarat),90
Turmeric,18-Jul,"Turmeric powder,Curcumin content- 4%",Deesa(Gujarat),105
Turmeric,18-Jul,"Turmeric powder,Curcumin content- 5%",Deesa(Gujarat),120
Dry Chilli,18-Jul,Chilli Powder (Kashmiri),Deesa(Gujarat),500-800
Dry Chilli,18-Jul,Chilli Powder (A Grade),Deesa(Gujarat),300
Dry Chilli,18-Jul,Chilli Powder (B Grade),Deesa(Gujarat),290
Dry Chilli,18-Jul,Chilli Powder (C Grade),Deesa(Gujarat),250
Dry Chilli,18-Jul,Chilli Powder (D Grade),Deesa(Gujarat),160
Dry Chilli,18-Jul,Chilli Powder (Russia Grade),Deesa(Gujarat),110-140
Dry Chilli,18-Jul,Chilli Flakes (Low),Deesa(Gujarat),200
Dry Chilli,18-Jul,Chilli Flakes (Medium),Deesa(Gujarat),230
Dry Chilli,18-Jul,Chilli Flakes (Reguler),Deesa(Gujarat),250
Dry Chilli,18-Jul,Chilli Flakes (Deluxe),Deesa(Gujarat),290
Cumin seeds,18-Jul,Cumin Powder (Premium),Deesa(Gujarat),490
Cumin seeds,18-Jul,Cumin Powder (Medium),Deesa(Gujarat),410
Cumin seeds,18-Jul,Cumin Powder (Regular),Deesa(Gujarat),370
Cumin seeds,18-Jul,Cumin Powder (Low),Deesa(Gujarat),130-300
Coriander,18-Jul,Coriander Powder (Premium),Deesa(Gujarat),100
Coriander,18-Jul,Coriander Powder (Medium),Deesa(Gujarat),90
Coriander,18-Jul,Coriander Powder (Regular),Deesa(Gujarat),80
Coriander,18-Jul,Coriander Powder (Low),Deesa(Gujarat),55-60
Coriander,18-Jul,Quality Scooter,Mundra-port(Gujarat),100
Dry Chilli,18-Jul,Teja Stem,Guntur(Andhra Pradesh),245
Dry Chilli,18-Jul,Teja stem less,Guntur(Andhra Pradesh),345
Dry Chilli,18-Jul,Teja Stem Cut,Guntur(Andhra Pradesh),270
Dry Chilli,18-Jul,Sannam with stem,Guntur(Andhra Pradesh),240
Dry Chilli,18-Jul,Sannam stem less,Guntur(Andhra Pradesh),290
Dry Chilli,18-Jul,Syngenta Bydigi Stem,Guntur(Andhra Pradesh),220
Dry Chilli,18-Jul,Syngenta Bydigi Stem less,Unjha / Mundra Delivery,270
Turmeric,18-Jul,Yellow 1%,Unjha / Mundra Delivery,48
Turmeric,18-Jul,Orange 1%,Unjha / Mundra Delivery,50
Turmeric,18-Jul,1.50%,Unjha / Mundra Delivery,59
Turmeric,18-Jul,2%,Unjha / Mundra Delivery,69
Turmeric,18-Jul,2.50%,Unjha / Mundra Delivery,74
Turmeric,18-Jul,3%,Unjha / Mundra Delivery,84
Dry Chilli,18-Jul,Chilli Flakes (Low),Unjha / Mundra Delivery,195
Dry Chilli,18-Jul,Chilli Flakes (Medium),Unjha / Mundra Delivery,280
Dry Chilli,18-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,250
Dry Chilli,18-Jul,Chilli Flakes (Deluxe),Unjha / Mundra Delivery,350
Dry Chilli,18-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,240
Dry Chilli,18-Jul,M Lower (M Lower),Unjha / Mundra Delivery,205
Dry Chilli,18-Jul,Medium Grade,Unjha / Mundra Delivery,120
Dry Chilli,18-Jul,Chilli Powder Lower Grade,Unjha / Mundra Delivery,100
Dry Chilli,18-Jul,Chilli Powder Medium Lower,Unjha / Mundra Delivery,120
Dry Chilli,18-Jul,CHILLI POWDER (60 ASTA / 70k SHU ),Unjha / Mundra Delivery,245
Dry Chilli,18-Jul,CHILLI POWDER (60 ASTA / 30k SHU),Unjha / Mundra Delivery,225
Turmeric,18-Jul,Turmeric powder Curcumin content- around 3 % Moisture- less than5%,Sangli(Maharashtra),128
Coriander,18-Jul,Badami,Kota(Rajasthan),77
Coriander,18-Jul,"Coriander Seeds Eagle,GST & Freight extra at actual",Pratapgarh(Rajasthan),75
Coriander,18-Jul,"Coriander Seeds Badami,GST & Freight extra at actual",Pratapgarh(Rajasthan),67
Cumin seeds,18-Jul,Singapore 99,Pratapgarh(Rajasthan),640
Turmeric,18-Jul,Turmeric Finger Selum,Nanded(Maharashtra),100
Turmeric,18-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),90
Coriander,18-Jul,Eagle,Rajkot(Gujarat),76
Coriander,18-Jul,Eagle plus,Rajkot(Gujarat),78
Coriander,18-Jul,Scooter,Rajkot(Gujarat),85
Coriander,18-Jul,Scooter plus,Rajkot(Gujarat),88
Coriander,18-Jul,Single parrot,Rajkot(Gujarat),98
Cumin seeds,18-Jul,Extra bold + 5% GST,Unjha(Gujarat),687
Cumin seeds,18-Jul,Diamond + 5% GST,Unjha(Gujarat),667
Cumin seeds,18-Jul,Bombay bold + 5% GST,Unjha(Gujarat),652
Cumin seeds,18-Jul,Jupiter + 5% GST,Unjha(Gujarat),642
Cumin seeds,18-Jul,Vivo + 5% GST,Unjha(Gujarat),632
Coriander,18-Jul,Bold Eagle + 5% GST,Unjha(Gujarat),73
Coriander,18-Jul,Bold Eagle plus + 5% GST,Unjha(Gujarat),80
Coriander,18-Jul,Bold Scooter + 5% GST,Unjha(Gujarat),73
Coriander,18-Jul,Bold Scooter plus + 5% GST,Unjha(Gujarat),85
Coriander,18-Jul,Bold Diamond + 5% GST,Unjha(Gujarat),96
Coriander,18-Jul,Bold Singal parrot + 5% GST,Unjha(Gujarat),105
Coriander,18-Jul,Split Eagle + 5% GST,Unjha(Gujarat),65
Coriander,18-Jul,Split Eagle plus + 5% GST,Unjha(Gujarat),68
Coriander,18-Jul,Split Scooter + 5% GST,Unjha(Gujarat),70
Coriander,18-Jul,Small Eagle plus(royal) + 5% GST,Unjha(Gujarat),80
Coriander,18-Jul,Small Scooter (seven star)+ 5% GST,Unjha(Gujarat),93
Coriander,18-Jul,Small Single parrot (ever green) + 5% GST,Unjha(Gujarat),129
Dry Chilli,18-Jul,Dehydrated Red Chilli powder,Shirdi(Maharashtra),250
Cumin seeds,18-Jul,Dehydrated Cumin powder,Shirdi(Maharashtra),360
Turmeric,18-Jul,1%,Shirdi(Maharashtra),80
Turmeric,18-Jul,1.50%,Shirdi(Maharashtra),90
Turmeric,18-Jul,2%,Shirdi(Maharashtra),95
Turmeric,18-Jul,2.50%,Shirdi(Maharashtra),100
Turmeric,18-Jul,3%,Shirdi(Maharashtra),105
Turmeric,18-Jul,4%,Shirdi(Maharashtra),115
Turmeric,18-Jul,5%,Shirdi(Maharashtra),130
Cumin seeds,18-Jul,A grade,Unjha(Gujarat),630
Cumin seeds,18-Jul,Singapore 99,Unjha(Gujarat),625
Cumin seeds,18-Jul,Singapore 99,Kanpur(Uttar Pradesh),710
Turmeric,18-Jul,Turmeric powder best quality,Baroda(Gujarat),100
Dry Chilli,18-Jul,Chilli powder,Baroda(Gujarat),280
Dry Chilli,18-Jul,Chilli flake,Baroda(Gujarat),290
Turmeric,18-Jul,Turmeric finger,Baroda(Gujarat),110
Coriander,18-Jul,Coriander seeds,Baroda(Gujarat),110
Coriander,18-Jul,Coriander powder,Baroda(Gujarat),100
Cumin seeds,18-Jul,Cumin Seeds Singapore 99,Baroda(Gujarat),600
Cumin seeds,18-Jul,Cumin Seeds Powder,Baroda(Gujarat),400
Coriander,18-Jul,Badami loose,Ramganj-Mandi(Rajasthan),50-61
Coriander,18-Jul,Eagle loose,Ramganj-Mandi(Rajasthan),63-75
Coriander,18-Jul,Scooter loose,Ramganj-Mandi(Rajasthan),75-80
Coriander,18-Jul,Single parrot,Ramganj-Mandi(Rajasthan),80-90
Coriander,18-Jul,Double parrot and extra green,Ramganj-Mandi(Rajasthan),95+
Coriander,18-Jul,Dal(Eagle),Ramganj-Mandi(Rajasthan),72
Coriander,18-Jul,Eagle,Ramganj-Mandi(Rajasthan),80
Coriander,18-Jul,Scooter,Ramganj-Mandi(Rajasthan),105
Coriander,18-Jul,Single parrot,Ramganj-Mandi(Rajasthan),115
Cumin seeds,18-Jul,Singapore 99,Udaipur(Rajasthan),640
Dry Chilli,19-Jul,SANIYA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),270
Dry Chilli,19-Jul,SANIYA SUPER DELUX STEMLESS,Jodhpur(Rajasthan),325
Dry Chilli,19-Jul,REVA SUPER DELUX WITH STEAM,Jodhpur(Rajasthan),300
Dry Chilli,19-Jul,WONDERHOT PLAIN DOUBLE PATTA DELUX WITH STEM,Jodhpur(Rajasthan),360
Dry Chilli,19-Jul,WONDERHOT SINGAL PATTA WITH STEM,Jodhpur(Rajasthan),330
Dry Chilli,19-Jul,TURMARIC NIZAMABAD DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,19-Jul,SALEM SINGAL POLICE,Jodhpur(Rajasthan),115
Dry Chilli,19-Jul,NIZAMABAD GATTHA DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,19-Jul,AADITYA 501 IROD GATTHA,Jodhpur(Rajasthan),125
Cumin seeds,19-Jul,CUMIN POWDER,Rajkot(Gujarat),806
Coriander,19-Jul,CORIANDER POWDER,Rajkot(Gujarat),186
Turmeric,19-Jul,TURMERIC POWDER,Rajkot(Gujarat),112
Dry Chilli,19-Jul,RED CHILLY POWDER KASHMIR,Rajkot(Gujarat),930
Dry Chilli,19-Jul,RED CHILLY POWDER REGULAR,Rajkot(Gujarat),434
Dry Chilli,19-Jul,RED CHILLY POWDER TEJA,Rajkot(Gujarat),410
Dry Chilli,19-Jul,RED CHILLY POWDER LOWEST,Rajkot(Gujarat),286
Cumin seeds,19-Jul,Singapore 99.00%,Rajkot(Gujarat),769
Cumin seeds,19-Jul,Singapore 99.50%,Rajkot(Gujarat),770
Cumin seeds,19-Jul,Europe,Rajkot(Gujarat),806
Coriander,19-Jul,Eagle Sortex,Rajkot(Gujarat),91
Coriander,19-Jul,Split,Rajkot(Gujarat),80
Coriander,19-Jul,Scooter,Rajkot(Gujarat),102
Coriander,19-Jul,Single Parrot,Rajkot(Gujarat),115
Turmeric,19-Jul,GOOD GRADE,Rajkot(Gujarat),118
Turmeric,19-Jul,EUROPE,Rajkot(Gujarat),124
Turmeric,19-Jul,BULB,Rajkot(Gujarat),115
Turmeric,19-Jul,Turmeric Finger Selum,Nanded(Maharashtra),120
Turmeric,19-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),115
Turmeric,19-Jul,"Turmeric powder,Curcumin content- 1%",Deesa(Gujarat),50
Turmeric,19-Jul,"Turmeric powder,Curcumin content- 1.5%",Deesa(Gujarat),65
Turmeric,19-Jul,"Turmeric powder,Curcumin content- 2%",Deesa(Gujarat),75
Turmeric,19-Jul,"Turmeric powder,Curcumin content- 2.5%",Deesa(Gujarat),82
Turmeric,19-Jul,"Turmeric powder,Curcumin content- 3%",Deesa(Gujarat),90
Turmeric,19-Jul,"Turmeric powder,Curcumin content- 4%",Deesa(Gujarat),105
Turmeric,19-Jul,"Turmeric powder,Curcumin content- 5%",Deesa(Gujarat),120
Dry Chilli,19-Jul,Chilli Powder (Kashmiri),Deesa(Gujarat),500-800
Dry Chilli,19-Jul,Chilli Powder (A Grade),Deesa(Gujarat),300
Dry Chilli,19-Jul,Chilli Powder (B Grade),Deesa(Gujarat),290
Dry Chilli,19-Jul,Chilli Powder (C Grade),Deesa(Gujarat),250
Dry Chilli,19-Jul,Chilli Powder (D Grade),Deesa(Gujarat),160
Dry Chilli,19-Jul,Chilli Powder (Russia Grade),Deesa(Gujarat),110-140
Dry Chilli,19-Jul,Chilli Flakes (Low),Deesa(Gujarat),200
Dry Chilli,19-Jul,Chilli Flakes (Medium),Deesa(Gujarat),230
Dry Chilli,19-Jul,Chilli Flakes (Reguler),Deesa(Gujarat),250
Dry Chilli,19-Jul,Chilli Flakes (Deluxe),Deesa(Gujarat),290
Cumin seeds,19-Jul,Cumin Powder (Premium),Deesa(Gujarat),490
Cumin seeds,19-Jul,Cumin Powder (Medium),Deesa(Gujarat),410
Cumin seeds,19-Jul,Cumin Powder (Regular),Deesa(Gujarat),370
Cumin seeds,19-Jul,Cumin Powder (Low),Deesa(Gujarat),130-300
Coriander,19-Jul,Coriander Powder (Premium),Deesa(Gujarat),100
Coriander,19-Jul,Coriander Powder (Medium),Deesa(Gujarat),90
Coriander,19-Jul,Coriander Powder (Regular),Deesa(Gujarat),80
Coriander,19-Jul,Coriander Powder (Low),Deesa(Gujarat),55-60
Coriander,19-Jul,Quality Scooter,Mundra-port(Gujarat),100
Dry Chilli,19-Jul,Teja Stem,Guntur(Andhra Pradesh),245
Dry Chilli,19-Jul,Teja stem less,Guntur(Andhra Pradesh),345
Dry Chilli,19-Jul,Teja Stem Cut,Guntur(Andhra Pradesh),270
Dry Chilli,19-Jul,Sannam with stem,Guntur(Andhra Pradesh),240
Dry Chilli,19-Jul,Sannam stem less,Guntur(Andhra Pradesh),290
Dry Chilli,19-Jul,Syngenta Bydigi Stem,Guntur(Andhra Pradesh),220
Dry Chilli,19-Jul,Syngenta Bydigi Stem less,Unjha / Mundra Delivery,270
Turmeric,19-Jul,Yellow 1%,Unjha / Mundra Delivery,48
Turmeric,19-Jul,Orange 1%,Unjha / Mundra Delivery,50
Turmeric,19-Jul,1.50%,Unjha / Mundra Delivery,59
Turmeric,19-Jul,2%,Unjha / Mundra Delivery,69
Turmeric,19-Jul,2.50%,Unjha / Mundra Delivery,74
Turmeric,19-Jul,3%,Unjha / Mundra Delivery,84
Dry Chilli,19-Jul,Chilli Flakes (Low),Unjha / Mundra Delivery,195
Dry Chilli,19-Jul,Chilli Flakes (Medium),Unjha / Mundra Delivery,280
Dry Chilli,19-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,250
Dry Chilli,19-Jul,Chilli Flakes (Deluxe),Unjha / Mundra Delivery,350
Dry Chilli,19-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,240
Dry Chilli,19-Jul,M Lower (M Lower),Unjha / Mundra Delivery,205
Dry Chilli,19-Jul,Medium Grade,Unjha / Mundra Delivery,120
Dry Chilli,19-Jul,Chilli Powder Lower Grade,Unjha / Mundra Delivery,100
Dry Chilli,19-Jul,Chilli Powder Medium Lower,Unjha / Mundra Delivery,120
Dry Chilli,19-Jul,CHILLI POWDER (60 ASTA / 70k SHU ),Unjha / Mundra Delivery,245
Dry Chilli,19-Jul,CHILLI POWDER (60 ASTA / 30k SHU),Unjha / Mundra Delivery,225
Turmeric,19-Jul,Turmeric powder Curcumin content- around 3 % Moisture- less than5%,Sangli(Maharashtra),128
Coriander,19-Jul,Badami,Kota(Rajasthan),77
Coriander,19-Jul,"Coriander Seeds Eagle,GST & Freight extra at actual",Pratapgarh(Rajasthan),75
Coriander,19-Jul,"Coriander Seeds Badami,GST & Freight extra at actual",Pratapgarh(Rajasthan),67
Cumin seeds,19-Jul,Singapore 99,Pratapgarh(Rajasthan),640
Turmeric,19-Jul,Turmeric Finger Selum,Nanded(Maharashtra),130
Turmeric,19-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),130
Coriander,19-Jul,Eagle,Rajkot(Gujarat),76
Coriander,19-Jul,Eagle plus,Rajkot(Gujarat),78
Coriander,19-Jul,Scooter,Rajkot(Gujarat),85
Coriander,19-Jul,Scooter plus,Rajkot(Gujarat),88
Coriander,19-Jul,Single parrot,Rajkot(Gujarat),98
Dry Chilli,19-Jul,Dehydrated Red Chilli powder,Shirdi(Maharashtra),250
Cumin seeds,19-Jul,Dehydrated Cumin powder,Shirdi(Maharashtra),360
Turmeric,19-Jul,1%,Shirdi(Maharashtra),80
Turmeric,19-Jul,1.50%,Shirdi(Maharashtra),90
Turmeric,19-Jul,2%,Shirdi(Maharashtra),95
Turmeric,19-Jul,2.50%,Shirdi(Maharashtra),100
Turmeric,19-Jul,3%,Shirdi(Maharashtra),105
Turmeric,19-Jul,4%,Shirdi(Maharashtra),115
Turmeric,19-Jul,5%,Shirdi(Maharashtra),130
Cumin seeds,19-Jul,A grade,Unjha(Gujarat),630
Turmeric,19-Jul,Turmeric powder best quality,Baroda(Gujarat),100
Dry Chilli,19-Jul,Chilli powder,Baroda(Gujarat),280
Dry Chilli,19-Jul,Chilli flake,Baroda(Gujarat),290
Turmeric,19-Jul,Turmeric finger,Baroda(Gujarat),110
Coriander,19-Jul,Coriander seeds,Baroda(Gujarat),110
Coriander,19-Jul,Coriander powder,Baroda(Gujarat),100
Cumin seeds,19-Jul,Cumin Seeds Singapore 99,Baroda(Gujarat),600
Cumin seeds,19-Jul,Cumin Seeds Powder,Baroda(Gujarat),400
Cumin seeds,19-Jul,Extra bold + 5% GST,Unjha(Gujarat),678
Cumin seeds,19-Jul,Diamond + 5% GST,Unjha(Gujarat),658
Cumin seeds,19-Jul,Bombay bold + 5% GST,Unjha(Gujarat),643
Cumin seeds,19-Jul,Jupiter + 5% GST,Unjha(Gujarat),633
Cumin seeds,19-Jul,Vivo + 5% GST,Unjha(Gujarat),623
Coriander,19-Jul,Bold Eagle + 5% GST,Unjha(Gujarat),73
Coriander,19-Jul,Bold Eagle plus + 5% GST,Unjha(Gujarat),80
Coriander,19-Jul,Bold Scooter + 5% GST,Unjha(Gujarat),73
Coriander,19-Jul,Bold Scooter plus + 5% GST,Unjha(Gujarat),85
Coriander,19-Jul,Bold Diamond + 5% GST,Unjha(Gujarat),96
Coriander,19-Jul,Bold Singal parrot + 5% GST,Unjha(Gujarat),105
Coriander,19-Jul,Split Eagle + 5% GST,Unjha(Gujarat),65
Coriander,19-Jul,Split Eagle plus + 5% GST,Unjha(Gujarat),68
Coriander,19-Jul,Split Scooter + 5% GST,Unjha(Gujarat),70
Coriander,19-Jul,Small Eagle plus(royal) + 5% GST,Unjha(Gujarat),80
Coriander,19-Jul,Small Scooter (seven star)+ 5% GST,Unjha(Gujarat),93
Coriander,19-Jul,Small Single parrot (ever green) + 5% GST,Unjha(Gujarat),129
Cumin seeds,19-Jul,Singapore 99,Udaipur(Rajasthan),640
Coriander,19-Jul,Badami loose,Ramganj-Mandi(Rajasthan),50-61
Coriander,19-Jul,Eagle loose,Ramganj-Mandi(Rajasthan),63-75
Coriander,19-Jul,Scooter loose,Ramganj-Mandi(Rajasthan),75-80
Coriander,19-Jul,Single parrot,Ramganj-Mandi(Rajasthan),80-90
Coriander,19-Jul,Double parrot and extra green,Ramganj-Mandi(Rajasthan),95+
Coriander,19-Jul,Dal(Eagle),Ramganj-Mandi(Rajasthan),72
Coriander,19-Jul,Eagle,Ramganj-Mandi(Rajasthan),80
Coriander,19-Jul,Scooter,Ramganj-Mandi(Rajasthan),105
Coriander,19-Jul,Single parrot,Ramganj-Mandi(Rajasthan),115
Cumin seeds,19-Jul,Singapore 99,Kanpur(Uttar Pradesh),710
Coriander,20-Jul,Badami,Kota(Rajasthan),79
Turmeric,20-Jul,Turmeric Finger Selum,Nanded(Maharashtra),130
Turmeric,20-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),130
Dry Chilli,20-Jul,Dehydrated Red Chilli powder,Shirdi(Maharashtra),250
Cumin seeds,20-Jul,Dehydrated Cumin powder,Shirdi(Maharashtra),360
Turmeric,20-Jul,1%,Shirdi(Maharashtra),90
Turmeric,20-Jul,1.50%,Shirdi(Maharashtra),100
Turmeric,20-Jul,2%,Shirdi(Maharashtra),105
Turmeric,20-Jul,2.50%,Shirdi(Maharashtra),110
Turmeric,20-Jul,3%,Shirdi(Maharashtra),115
Turmeric,20-Jul,4%,Shirdi(Maharashtra),120
Turmeric,20-Jul,5%,Shirdi(Maharashtra),135
Dry Chilli,20-Jul,Kashmiri red chilli,Shirdi(Maharashtra),490
Dry Chilli,20-Jul,Tikhala chilli powder (diamond),Shirdi(Maharashtra),310
Dry Chilli,20-Jul,Tikhala chilli powder (platinum),Shirdi(Maharashtra),290
Cumin seeds,20-Jul,A grade,Unjha(Gujarat),630
Turmeric,20-Jul,Turmeric powder best quality,Baroda(Gujarat),100
Dry Chilli,20-Jul,Chilli powder,Baroda(Gujarat),280
Dry Chilli,20-Jul,Chilli flake,Baroda(Gujarat),290
Turmeric,20-Jul,Turmeric finger,Baroda(Gujarat),110
Coriander,20-Jul,Coriander seeds,Baroda(Gujarat),110
Coriander,20-Jul,Coriander powder,Baroda(Gujarat),100
Cumin seeds,20-Jul,Cumin Seeds Singapore 99,Baroda(Gujarat),600
Cumin seeds,20-Jul,Cumin Seeds Powder,Baroda(Gujarat),400
